"Campanula_persicifolia_I__P_1"	"Campanula_persicifolia_I__P_2"	"Convolvulus_sepium_I__Pr_1"	"Convolvulus_sepium_I__P_2"	"Convolvulus_sepium_I__Pr_3"	"Convolvulus_sepium_I__P_4"	"Helminthia_echioides_I__P_1"	"Helminthia_echioides_I__P_2"	"Mentha_suaveolens_I__P_1"	"Mentha_suaveolens_I__P_2"	"Mentha_suaveolens_I__P_3"	"Mentha_suaveolens_I__P_4"	"Filipendula_ulmaria_I__P_1"	"Filipendula_ulmaria_I__P_2"	"Filipendula_ulmaria_I__P_3"	"Filipendula_ulmaria_I__P_4"	"Spiraea_japonica_I__P_1"	"Spiraea_japonica_I__P_2"	"Spiraea_japonica_I__P_3"	"Spiraea_japonica_I__P_4"	"Anthriscus_sylvestris_I__P_1"	"Anthriscus_sylvestris_I__P_2"	"Anthriscus_sylvestris_I__P_3"	"Anthriscus_sylvestris_I__P_4"	"Anthriscus_sylvestris_I__P_5"	"Impatiens_glandulifera_I__Lr_1"	"Impatiens_glandulifera_I__Er_2"	"Impatiens_glandulifera_I__Lr_3"	"Impatiens_glandulifera_I__Er_4"	"Impatiens_glandulifera_I__Lb_5"	"Impatiens_glandulifera_I__Eb_6"	"Eupatorium_cannabinum_I__P_1"	"Eupatorium_cannabinum_I__P_2"	"Geranium_robertianum_I__P_1"	"Geranium_robertianum_I__P_2"	"Geranium_robertianum_I__P_3"	"Geranium_robertianum_I__P_4"	"Hypericum_perforatum_I__P_1"	"Hypericum_perforatum_I__P_2"	"Lotus_corniculatus_I__P_1"	"Lotus_corniculatus_I__P_2"	"Lotus_corniculatus_I__P_3"	"Reynoutria_japonica_I__P_1"	"Reynoutria_japonica_I__P_2"	"Buddleja_davidii_I__P_1"	"Buddleja_davidii_I__P_2"
56.49	53.62	73.94	86.11	76.15	72.12	64.8	78.65	12.38	16.22	45.26	36.09	77.93	114.99	57.24	113.66	69.73	51.36	119.73	83.68	122.69	7.76	7.66	184.14	20.56	38.04	73.62	68.62	50.64	62.52	96.54	44.81	28.44	56.13	106.58	7.4	181.16	99.15	134.1	94.76	25.97	90.41	97.52	84.33	86.49	50.43
56.54	53.76	73.38	85.65	76.03	71.91	64.67	78.56	12.26	16.16	45.5	36.15	78	115.45	57.42	113.32	69.46	51.15	120.41	84.1	122.69	7.72	7.57	184.84	20.4	38.1	73.52	68.31	50.72	62.08	96.67	44.84	28.53	55.79	106.57	7.48	180.66	98.83	134.4	95.55	25.76	90.14	97.94	84.67	86.48	50.47
56.8	54.2	73.94	86.2	76.13	72.26	65.05	79.57	12.36	16.5	45.75	36.5	78.37	116.77	57.63	114.46	70.59	51.66	121.73	84.61	124.56	7.82	7.7	186.17	20.67	38.4	73.66	68.94	50.81	62.33	96.77	44.89	28.7	56.5	107.58	7.5	182.88	99.28	135.03	96.33	25.93	90.98	99.22	85.67	87.49	50.9
57.25	54.26	73.99	86.03	76.23	72.17	65.01	79.78	12.44	16.32	45.81	36.52	78.62	117.18	57.67	114.5	70.79	51.8	121.85	84.89	124.4	7.69	7.66	186.12	20.55	38.69	73.63	69.26	51.28	62.26	97.34	45.17	28.64	56.59	107.88	7.66	182.63	99.53	135.3	96.29	26.1	90.65	99.67	86.05	87	50.98
57.29	54.3	73.75	86.37	76.07	72.27	65.3	79.63	12.32	16.46	45.82	36.47	78.57	117.01	57.62	115.23	70.8	51.35	122.53	85.8	124.28	7.61	7.69	186.8	20.35	38.77	73.87	69.22	50.96	62.63	97.59	44.99	28.35	56.63	108.42	7.56	183.27	99.81	135.68	96.38	25.96	90.96	99.8	86.25	87.58	51.52
57.59	54.58	73.79	86.37	76.5	72.37	64.94	79.84	12.38	16.4	45.6	36.42	78.72	117.27	57.91	115.23	70.89	51.42	122.85	85.82	124.79	7.55	7.82	186.55	20.59	39.34	73.88	69.6	51.32	62.6	97.92	45.18	28.53	56.8	108.75	7.56	184.02	100.15	135.82	96.93	26.15	91.06	100.47	87.06	87.84	51.58
57.56	54.5	73.97	86.16	76.19	71.98	64.79	79.95	12.55	16.36	45.81	36.55	78.6	117.41	57.72	115.07	70.75	51.6	122.82	86.46	124.71	7.44	7.67	186.72	20.74	39.22	73.99	69.71	51.67	62.62	97.46	45.02	28.54	56.53	108.98	7.7	184.58	100.31	135.75	96.87	26.11	91.22	100.25	87.36	87.75	51.5
57.74	54.6	73.78	85.89	75.98	72.21	64.74	79.22	12.48	16.35	45.58	36.66	78.47	116.27	57.36	114.64	70.32	51.17	123.1	85.58	123.54	7.49	7.62	186.55	20.7	39.2	73.64	69.41	51.48	62.11	96.77	44.68	28.33	56.57	108.25	7.51	183.39	99.51	135.14	96.32	25.85	91.19	100.36	87.01	87.1	51.41
57.64	54.74	73.86	85.66	76.01	72.43	64.76	79.23	12.43	16.35	45.36	36.68	78.08	115.57	57.44	114.43	70.74	51.3	123.07	85.52	123.85	7.39	7.65	186.63	20.63	39.51	73.72	69.79	51.22	61.9	97.24	44.41	28.21	56.75	108.41	7.51	184.41	99.51	134.94	95.98	25.73	90.73	100.44	87.9	87.03	51.26
58.23	54.98	74.19	85.97	76.17	71.92	65.21	79.85	12.2	16.72	45.76	36.81	78.89	116.88	57.73	115.03	70.86	51.23	123.81	85.82	124.22	7.41	7.74	187.01	20.65	39.86	73.7	70.07	51.46	62.24	96.92	44.88	28.22	56.69	108.43	7.64	183.92	99.49	135.51	96.67	26.03	90.77	100.94	88.16	87.22	51.41
57.96	55.25	73.38	85.78	76.04	71.88	64.95	79.66	12.22	16.58	45.47	36.42	78.45	116.79	57.72	114.81	70.59	50.77	123.74	86.24	123.88	7.25	7.66	186.65	20.37	39.9	73.67	69.53	51.53	61.55	96.79	44.07	27.86	56.5	108.56	7.7	182.98	99.4	134.97	96.52	25.77	90.31	100.48	88.13	86.71	51.34
59.2	55.6	74.39	86.32	76.83	72.38	65.35	80.31	12.43	16.61	45.46	36.73	79.27	118.42	57.89	115.32	71.37	50.81	124.99	87.29	124.94	7.46	7.93	188.28	20.83	40.38	74.03	70.44	51.81	62.2	97.47	44.64	27.98	56.62	109.49	7.78	184.93	100.04	135.84	97.55	25.94	91.18	102.28	88.85	87.7	52.02
58.87	55.49	74.17	86.48	76.44	72.4	64.96	80.21	12.43	16.51	45.55	36.62	79.45	117.95	58.02	115.4	71.48	50.91	125.42	87.34	124.92	7.31	7.85	188.87	20.65	40.61	74.21	70.47	51.82	62.27	97.34	44.4	27.9	56.42	109.3	7.7	185.56	99.97	136.22	97.02	25.91	90.42	102.31	89.14	87.68	51.72
58.84	55.72	74.23	86.22	76.65	72.04	64.91	80.21	12.53	16.61	45.07	36.74	79.17	117.14	57.54	114.82	71.68	50.79	124.95	87.27	124.41	7.08	7.76	187.83	20.54	40.57	73.99	70.52	51.71	61.89	97.08	44.04	27.66	56.85	109.29	7.99	184.77	99.8	135.38	97.24	25.85	90.52	101.78	89.21	87.55	51.61
59.45	55.99	74.42	86.38	76.69	72.22	65.29	79.86	12.59	16.7	45.28	36.74	78.85	117.31	57.7	115.36	71.72	50.84	125.46	87.02	124.8	7.18	7.72	188.04	20.46	40.75	74.27	71.21	51.97	61.73	97.17	44.41	27.27	56.82	109.81	7.71	185.18	99.99	135.84	96.87	25.68	90.88	102.6	89.84	87.38	51.72
59.42	56.32	74.45	86.04	76.32	72.3	65.13	80.19	12.48	16.65	44.66	36.62	78.75	117.21	57.68	115.42	71.67	50.25	125.69	88.02	124.18	7.08	7.62	187.85	20.37	40.81	73.76	70.97	51.66	61.29	97.36	44.08	27.24	56.65	109.58	7.81	185.09	99.33	135.57	96.79	25.57	90.51	102.5	90.16	87.37	51.52
59.29	56.06	73.62	85.45	76.5	71.85	64.95	79.89	12.38	16.75	44.81	36.74	78.59	117.6	57.76	115.07	71.3	50.25	126.01	87.83	124.3	7.08	7.91	187.54	20.56	41.04	73.84	70.55	51.54	60.86	96.86	43.73	27.24	56.66	109.38	7.85	183.99	99.19	135.12	96.8	25.67	89.88	102.2	89.98	87.01	51.45
59.63	56.87	73.94	85.97	76.31	72.37	64.8	80.13	12.46	16.8	44.83	36.7	79.19	118.02	57.83	115.21	71.72	50.06	126.21	87.92	124.36	7.02	7.74	187.98	20.42	41.38	73.75	71.34	51.82	61.24	97.03	43.77	26.82	56.65	109.53	7.87	185.34	99.5	135.37	97.23	25.64	90.05	103.1	90.6	87.52	51.66
59.77	56.58	74.4	86.3	76.68	72.4	65.62	80.36	12.51	16.74	44.64	36.73	79.42	118.77	57.99	115.33	72.3	50.66	126.89	88.98	125.63	6.86	7.77	189.13	20.41	41.74	74.36	71.69	52.14	61.54	97.54	43.95	27.09	57.13	110.09	7.79	186.23	99.72	135.95	97.42	25.71	90.46	103.56	91.65	87.91	51.99
59.8	56.68	74.06	85.93	76.19	71.9	64.66	80.06	12.44	16.73	44.65	36.75	78.91	117.56	57.15	114.78	71.77	50.05	126.7	88.62	124.96	6.66	7.66	188.33	20.41	41.77	73.92	71.42	51.93	60.69	97.04	43.34	26.68	56.41	109.91	7.6	186.22	99.52	135.3	96.87	25.5	90.09	103.77	91.24	87.82	51.65
60.19	57.18	74.54	86.22	76.98	72.27	64.98	80.09	12.58	16.73	44.55	36.64	79.29	118.17	57.53	115.86	72.29	50.45	127.6	88.72	125.59	6.74	7.63	188.86	20.63	42.13	74.29	71.92	52.33	60.57	97.21	43.25	26.52	56.95	110.89	7.9	186.54	100	135.29	97.31	25.58	90.25	104.03	91.74	87.49	51.95
60.64	57.08	74.15	86.01	76.57	71.92	64.94	79.98	12.45	16.69	44.49	37.01	79.4	118.31	57.61	115.79	72.53	49.78	127.94	88.95	125.52	6.67	7.67	188.01	20.64	42.33	74.2	72.23	52.09	60.3	97.28	43.56	26.57	57.01	110.69	7.73	186.62	100.09	135.3	97.18	25.8	90.06	104.05	92.15	87.37	51.92
60.69	57.26	74.3	86.14	76.81	72	65.05	80.14	12.35	16.69	44.39	36.63	79.37	118.59	58.04	115.75	72.77	49.81	128.27	89.46	125.11	6.63	7.87	189	20.55	42.69	74.33	72.19	52.09	60.44	97.68	43.01	26.33	56.99	110.37	7.91	186.37	100	135.62	97.53	25.62	89.66	104.42	92.51	86.99	51.82
61.12	57.77	74.63	86.31	77.34	72.35	65.22	80.59	12.58	16.91	44.68	36.99	79.74	119.4	58.25	116.19	72.41	49.75	128.7	89.79	125.63	6.63	7.83	189.87	20.71	43.27	75.03	72.26	52.52	61.02	97.29	43.11	26.38	57.35	111.39	7.83	187.13	100.61	136.22	97.44	25.83	90.07	104.97	92.77	87.75	52.1
61.04	57.85	74.26	86.12	77.11	72.09	65.01	80.13	12.55	16.61	43.77	36.63	79.4	119.08	58.06	115.39	72.49	49.5	128.95	89.55	125.43	6.4	7.85	189.42	20.43	42.89	74.46	72.65	52.23	60.37	97.34	42.82	25.87	56.85	111.17	7.72	186.58	99.82	135.26	97.04	25.51	89.71	104.95	93.21	87.49	52.05
61.87	58.09	74.19	86.19	76.68	72.39	64.93	80.24	12.68	16.88	44.33	36.76	79.5	118.71	58.05	115.89	72.51	49.31	129.23	90.23	125.02	6.42	7.73	189.79	20.54	43.3	74.6	72.78	52.43	60.42	97.3	42.9	25.63	57	111.1	7.85	187.33	99.82	134.91	97.61	25.3	89.68	105.22	92.77	87.49	52.18
61.66	58.06	74.03	86.01	76.94	72	64.64	79.97	12.48	17	44.07	36.53	79.15	118.34	57.57	114.93	72.53	49.03	129.02	89.69	124.59	6.48	7.96	188.86	20.4	43.37	74.44	72.8	52.52	60.27	97.52	42.68	25.5	56.67	111.59	8.01	187.05	99.81	135.38	97.17	25.25	89.66	104.94	92.61	86.85	52.22
61.97	58.53	74.56	86.38	76.94	72.21	65.14	79.99	12.7	17.04	43.91	36.74	79.12	118.78	57.67	115.27	72.79	49.02	129.56	90.08	125.33	6.27	7.78	188.91	20.42	43.61	74.69	73.02	52.49	60.26	97.31	42.53	25.58	56.94	111.77	8.08	187.81	99.95	135.17	97.19	25.27	89.48	105.69	92.76	87.51	51.6
62.53	58.87	74.42	86.16	77.07	72.1	65.34	79.9	12.64	17.08	43.6	36.8	79.83	118.69	57.74	114.91	73.05	49.08	129.49	90.01	125.13	6.28	7.95	189.34	20.46	43.94	74.49	73.35	52.93	59.91	97.86	42.52	25.35	57.11	112.01	7.99	187.68	99.99	135.03	97.37	25.43	89.18	106.03	93.88	87.87	51.94
62.19	59.01	74.18	86.1	77.67	72.34	64.67	79.78	12.54	16.95	43.33	36.52	79.46	118.9	57.84	115.43	72.88	48.52	129.46	90.67	125.88	6.32	7.78	189.43	20.48	43.81	74.22	73.39	52.77	59.6	98.1	42.35	24.84	57.24	112	7.87	187.67	100.12	135.16	97.29	25.37	89.34	105.81	94.42	87.77	51.99
62.48	59.5	74.39	86.15	76.94	71.88	64.92	79.9	12.65	16.92	43.46	36.48	79.47	118.94	57.57	115.76	72.71	48.69	129.95	90.66	125.85	6.04	7.67	189.54	20.39	44.27	74.59	73.2	52.86	59.28	97.91	42.07	24.68	57.45	112.21	7.85	187.69	99.64	135.17	97.18	25.3	89.23	105.56	94.26	87.54	52.05
63.2	59.79	74.39	86.74	77.11	72.32	65.29	80.16	12.48	17.05	43.76	36.78	79.35	119.34	58	115.39	73.2	48.53	130.59	90.94	126.02	5.98	7.72	190.45	20.29	44.56	74.89	73.71	53.14	59.52	98	42.25	24.65	57.7	112.49	8.11	188.01	100.57	135.75	97.52	24.9	89.51	106.36	94.96	88.02	51.99
63.35	59.72	74.19	86.15	77.39	71.96	65.16	79.87	12.68	17.21	43.32	36.5	79.37	119.7	57.64	115.14	73.24	48.54	130.36	90.98	126.28	5.89	7.8	190.01	20.56	44.76	74.82	73.53	53.01	59.2	97.78	42.21	24.36	57.48	112.36	7.94	187.78	100.48	135.69	97.31	25.19	89.18	106.38	94.83	87.79	51.91
63.43	59.77	74.54	86	77.15	71.87	64.59	80.23	12.67	16.94	43.33	36.68	79.38	119.14	57.85	114.85	73.08	48.07	130.56	91.01	125.61	6	7.74	189.72	20.5	45.26	74.67	73.96	52.75	59.1	97.52	41.85	24.19	57.24	112.48	8.01	187.84	100.17	135.28	97.54	24.98	88.86	106.37	94.87	87.62	52.16
63.66	59.91	74.74	86.56	76.78	71.97	65.06	80.39	12.58	17.13	42.98	36.89	79.79	119.81	57.89	115.24	73.27	47.98	131.42	91.49	126.01	5.72	7.85	190.41	20.19	45.31	75.14	74.6	52.95	59.12	97.93	41.82	24.22	57.42	112.8	8.1	188.88	100.68	135.88	97.69	25.16	88.86	106.7	95.86	87.83	52.08
64.26	60.58	74.68	86.96	77.12	72.39	64.98	80.43	12.73	17.01	43.25	37.02	80.16	119.94	57.82	115.7	73.78	47.95	131.75	91.49	126.4	5.82	7.77	191.14	20.6	45.33	75.3	74.68	53.14	58.98	98	41.38	23.84	57.83	113.57	7.98	189.41	100.53	135.48	97.63	25.13	88.96	107.44	96	88.09	52.33
64.59	60.64	74.89	86.56	77.58	72.56	65.35	80.07	12.66	17.12	43	36.67	79.57	120.3	58.05	115.92	73.83	47.88	132.41	92.36	126.67	5.68	7.72	191.36	20.34	45.7	75.23	75.12	53.3	58.78	98.12	41.49	23.61	57.59	113.42	7.8	189.69	100.61	136.31	97.78	24.74	88.87	108.17	96.79	88.31	52.45
65.08	61.38	74.8	86.76	77.51	72.48	65.16	80.55	12.85	17.25	42.87	37.07	80.13	120.3	58.5	115.79	73.96	47.97	132.56	92.63	126.59	5.66	7.77	192.23	20.43	46.33	75.33	75	53.14	58.86	98.44	40.97	23.7	57.61	113.06	7.96	190.4	100.92	135.74	98.02	25.06	88.75	108.06	96.57	87.9	52.43
65.41	61.44	74.68	87.16	77.67	72.4	64.97	80.55	12.72	17.11	42.9	36.83	79.82	120.71	58.08	115.84	73.92	47.59	132.76	92.71	126.89	5.65	7.91	191.45	20.29	46.54	75.4	75.14	53.28	58.68	98.53	41.08	23.62	57.55	113.44	8.04	189.74	100.84	135.73	97.55	25.01	88.76	107.88	96.6	88.07	52.47
65.32	61.29	74.83	86.89	77.87	72.41	65.44	80.36	12.82	17.26	43.16	36.91	80.19	120.51	58.11	115.6	73.77	47.59	133.05	92.42	127.08	5.63	7.66	191.03	20.56	46.62	74.84	75.18	53.35	57.99	97.93	40.95	23.34	57.69	113.52	8.05	189.59	100.4	135.84	97.83	24.6	88.88	107.86	97.21	87.93	52.45
65.98	61.88	75.05	86.58	77.47	72.41	65.06	80.38	12.66	16.95	42.77	36.47	79.9	120.52	57.83	115.62	74.13	47.08	133.53	92.56	126.7	5.55	7.62	191.61	20.47	46.75	75.02	75.57	53.59	58.54	98.07	40.9	23.5	57.37	113.72	8.09	189.4	100.51	135.63	97.53	24.93	88.58	108.15	97.6	87.7	52.7
66.1	62.05	74.72	86.96	77.47	72.23	65.08	80.76	12.91	17.23	42.67	36.72	79.97	120.69	58.03	115.38	73.98	47.09	133.35	92.66	126.78	5.47	7.76	190.97	20.41	46.99	75.12	75.54	53.81	58.43	98.15	40.59	23.18	57.64	113.94	8.18	189.77	100.67	135.71	97.93	24.84	88.33	108.34	97.99	87.73	52.6
66.27	62.04	74.78	86.74	77.31	72.29	64.52	79.88	12.53	17.15	42.28	36.9	80.32	120.37	58.29	114.82	73.85	46.47	132.76	92.43	126.34	5.3	7.66	190.52	20.36	47.18	75.14	75.34	53.58	57.86	97.84	40.32	22.76	57.78	114.11	8.04	189.13	100.26	135.26	96.97	24.52	88.26	108.04	97.4	87.56	52.21
66.2	62.25	75.32	86.7	77.28	72.05	65	80.58	12.83	17.44	42.59	36.84	80.04	120.57	58.16	115.17	74.28	47.01	133.78	93.4	127.07	5.39	7.54	191.5	20.25	47.49	75.34	76.06	53.48	57.87	98.51	40.43	22.59	57.9	113.95	8.07	190.17	101.02	135.92	97.86	24.35	88.16	108.69	98.38	87.96	52.21
66.77	62.47	74.89	86.79	77.93	72.64	65.19	79.97	12.65	17.05	42.39	37.14	80.13	120.49	58.26	114.9	73.97	46.82	133.31	93.29	126.73	5.22	7.79	191.46	20.51	47.68	75.22	76.37	53.91	58.37	98.36	40.36	22.62	58.25	114.55	8.23	189.91	100.82	134.99	97.44	24.82	88.07	108.63	98.41	87.74	52.31
67.12	62.69	75.43	87.01	78.12	72.73	65.57	80.35	12.73	17.42	42.22	36.9	79.69	120.07	58.15	115.45	73.95	46.65	134.13	93.7	126.96	5.21	7.75	191.79	20.65	47.89	75.54	76.34	53.9	57.92	98.74	40.47	22.41	58.17	114.28	8.21	191.55	101.17	136.13	96.86	24.39	88.21	109.2	98.74	87.72	52.25
66.94	63.07	75.54	87.25	77.81	73.01	65.04	79.98	12.78	17.23	42.12	37.14	79.82	120.43	58.19	114.75	73.86	46.81	133.9	93.93	127.28	5.08	7.71	191.65	20.55	47.92	75.39	76.84	54.13	57.72	98.54	40.47	22.37	58.48	115.07	8.32	190.92	100.85	135.56	96.91	24.37	87.96	108.78	98.72	87.76	52.57
67.63	63.09	75.6	87.09	78.58	72.86	65.57	79.65	13.03	17.48	41.94	36.91	79.73	120.38	58.78	115.33	74.51	46.2	133.96	94.49	126.88	5.08	7.88	191.51	20.57	48.47	75.71	77.26	54.49	57.93	99.36	40.61	22.29	58.53	115.52	8.35	192.33	101.82	136.13	97.11	24.75	88.68	109.02	99.26	88.2	52.4
67.68	63.14	75.1	86.49	78.36	72.47	65.04	79.55	12.69	17.26	41.97	36.63	79.3	119.45	58.13	114.28	73.99	45.98	133.7	93.61	126.1	4.97	7.67	190.98	20.35	48.05	75.28	77.52	53.96	57.92	98.94	40.27	21.97	58.21	115.72	8.22	191.24	100.83	135.82	95.99	24.53	88.26	108.68	99.2	87.67	52.28
67.53	63.34	74.79	86.35	77.96	72.38	65.16	78.75	12.69	17.03	41.8	36.43	78.78	118.82	57.68	113.98	73.4	45.51	133.03	93.05	125.04	4.98	7.5	190.1	20.5	48.15	75.44	76.82	54.08	57.13	98.42	39.78	21.67	57.83	114.83	8.02	190.93	100.35	134.84	95.29	24.12	87.7	107.77	98.93	87.27	51.83
67.78	63.69	75.08	86.47	77.37	72.45	65.12	79.17	12.58	17.07	41.27	36.52	78.71	118.64	57.77	112.99	73.17	45.43	132.93	92.81	125.17	4.95	7.59	189.77	20.32	48.5	74.9	76.92	54.03	56.96	98.15	39.34	21.48	57.57	114.6	8.07	190.12	100.19	134.18	94.89	23.92	87.27	107.74	99.27	86.89	51.68
68.25	63.59	75.68	86.51	77.83	72.52	65.58	78.5	12.71	17.03	41.44	36.67	78.5	117.77	57.56	112.62	73.56	45.23	132.81	92.51	125.14	4.95	7.56	189.06	20.37	48.49	74.95	76.56	53.88	56.93	97.77	39.29	21.44	57.61	113.98	8.05	189.96	100.03	133.89	94.84	24.09	87.06	107.45	98.5	87	51.34
68.58	64.01	75.29	86.8	78.07	72.44	65.33	79.11	12.83	16.9	41.21	36.98	78.5	118.05	57.85	113.59	73.32	45.37	133.46	92.64	125.45	4.9	7.57	189.73	20.54	48.82	75.12	77.38	54	56.85	97.98	39.38	21.38	57.54	114.84	8.11	190.36	100.36	133.97	95.66	23.98	87.38	108.32	99.25	87.35	51.84
68.35	64.08	75.56	86	77.77	72.26	64.93	78.93	12.79	17.17	41.28	36.7	78.65	117.99	57.82	112.79	73.25	45.12	132.95	92.86	124.81	4.93	7.69	188.33	20.39	48.7	75.03	77.21	54.34	56.65	98.41	39.19	21.51	57.56	114.79	8.14	190.64	100.11	133.95	95.16	24.06	87.32	107.8	99.65	86.94	51.32
68.7	64.24	75.03	86.35	77.46	72.27	64.9	78.33	12.84	16.94	41.35	36.38	78.42	117.74	57.6	112.58	73.48	45.11	132.77	92.83	124.91	4.94	7.47	188.72	20.08	48.96	74.91	76.78	53.98	56.15	97.9	39.42	21.11	57.38	113.78	7.97	189.82	100.12	133.11	94.57	23.97	86.61	107.5	99.56	86.48	51.26
68.94	64.65	75.3	86.68	77.84	72.49	64.93	78.85	12.86	17.21	41.1	36.52	78.32	117.75	57.63	113.17	73.76	45.13	133.16	93.03	125.21	4.77	7.58	188.96	20.2	49.17	75	77.18	54.16	56.48	97.74	39.54	21.32	57.84	114.01	8.14	189.85	99.84	132.75	95.01	23.97	86.47	107.61	99.41	86.23	51.51
68.92	64.65	75.51	86.56	77.77	71.9	65.12	78.94	12.55	16.99	41.28	36.97	78.82	117.85	57.88	112.89	73.75	44.78	133.37	93.02	125.38	4.91	7.56	189.29	20.13	49.53	74.44	77.24	54.14	56.09	97.73	39.56	21.39	57.4	113.96	7.95	189.54	99.55	132.76	94.42	23.76	85.75	107.85	99.06	86.2	51.2
68.97	64.1	74.99	86.34	77.54	71.79	64.83	78.72	12.52	16.99	41.09	36.55	78.47	118.01	57.76	112.97	73.56	44.79	133.97	93.14	125.3	4.78	7.44	188.79	20.26	49.28	74.43	77.28	53.89	55.65	97.14	38.8	21.18	57.59	114.03	7.96	189.25	99.1	132.91	94.39	23.87	85.7	107.49	99.26	85.81	51.27
68.99	64.84	75.67	86.71	77.81	72.54	65.13	78.84	12.69	16.92	41.39	36.73	78.66	118.8	57.63	113.84	73.71	45.05	134.46	93.77	126.37	4.99	7.63	190.02	20.29	50.02	75.11	77.84	54.25	56.08	98.08	39.33	21.51	57.72	114.33	8.29	189.63	100.45	133.18	95.21	23.82	85.6	108.74	100.13	86.56	51.41
69.73	65.48	75.27	86.76	77.66	72.38	65.23	79.06	12.76	17.11	41.45	36.78	79.24	118.92	58.14	113.48	74.01	45.13	134.18	93.87	126.37	4.88	7.81	190.04	20.11	50.73	75.23	78.09	54.21	56.27	98.07	39.29	21.47	57.85	114.49	8.23	190.73	100.29	133.77	95.44	24.06	86.6	108.97	100.02	86.83	51.75
69.67	64.96	75.21	86.91	77.9	72.46	65.19	79.1	12.75	17.05	41.48	37.2	79.35	118.8	57.84	113.42	74.07	45.39	134.86	94.06	126.12	4.95	7.9	189.64	20.19	50.8	75.19	77.87	54.29	56.3	97.94	39.33	21.44	58.13	114.82	8.19	190.86	100.35	133.49	94.82	23.88	86.01	109.2	100.14	86.82	51.8
69.86	65.28	75.34	86.71	77.88	72.47	65.46	79.17	12.62	17.16	41.51	36.77	79.36	119.87	57.74	113.84	74.32	45.17	134.92	94.63	126.74	4.7	7.66	190.68	20.21	51.08	75.53	78.82	54.52	56.05	98.25	39.44	21.05	58.5	115.78	8.33	191.31	100.4	133.68	95.6	23.64	86.42	109.35	100.88	86.32	51.96
70.07	65.55	75.34	86.73	77.85	72.54	65.33	79.73	12.7	17.19	41.38	37.1	79.13	119.57	58.26	113.87	74.58	45.17	135.45	95.15	126.77	4.82	7.71	191.16	20.4	51.55	75.68	79.32	54.85	56.28	98.51	39.31	21.34	57.93	115.29	8.26	191.94	100.77	134.32	95.35	23.78	86.45	109.95	101.54	86.78	52.04
70.9	66.06	75.62	87.45	78.49	72.98	66.27	79.68	12.97	17.51	41.69	37.32	80.17	120.49	58.67	113.66	74.81	45.55	136.67	95.59	127.51	4.82	7.79	192.6	20.34	51.9	75.97	79.93	55.08	56.21	99.21	39.63	21.23	58.35	116	8.34	192.82	100.94	134.45	95.98	23.87	87.11	110.65	102.25	87.44	52.49
70.55	65.97	75.63	87.27	78.24	72.6	66.03	79.29	12.84	17.48	41.31	37.02	79.25	119.68	58.41	114.02	74.32	45.28	135.87	95.62	126.44	4.76	7.7	191.5	20.4	51.71	75.8	79.61	55.16	55.82	98.89	38.97	21.05	58.03	116.1	8.17	192.63	100.56	134.01	95.12	23.89	86.55	109.96	101.79	87.17	52.14
71.14	66.35	76.09	87.83	78.52	73.11	65.61	79.38	12.91	17.43	41.63	37.21	79.76	121	58.44	113.95	75.17	45.13	136.45	96.05	126.96	4.81	7.72	192.66	20.51	52.17	75.89	80.02	55.52	56.27	99.26	39.11	21.13	58.46	116.91	8.09	192.48	101.48	134.6	95.12	23.77	87.26	110.55	103.19	87.54	52.37
70.93	65.92	75.76	87.56	78.37	72.72	65.24	79.16	13.01	17.24	41.33	36.78	79.19	119.65	58.05	113.45	74.54	44.97	135.86	95.9	126.37	4.72	7.65	191.07	20.51	52.02	75.45	79.96	55.17	55.76	98.85	38.97	20.79	58.31	115.98	8.13	192.38	100.83	133.72	94.9	23.66	86	109.49	102.57	86.89	52.22
71.01	65.82	75.95	87.36	78.18	72.67	65.02	78.84	13.23	17.59	41.32	37.17	79.18	119.52	57.88	113.33	74.29	44.8	135.71	96.21	126.34	4.8	7.75	190.68	20.17	52.7	75.74	80.37	55.54	55.6	98.96	38.89	20.79	58.73	116.64	8.28	191.96	100.72	133.55	94.15	23.77	86.15	110.08	102.49	87.04	52.28
71.24	66.16	75.69	87.49	78.4	72.98	65.4	78.25	12.87	17.19	41.05	37.23	79.36	119.46	58.01	112.87	74.3	44.44	136.16	95.64	126.12	4.65	7.6	191.28	20.42	52.28	75.86	80.21	55.32	55.09	98.99	38.65	20.43	58.53	116.07	8.11	192.9	100.96	133.68	93.61	23.75	86.08	109.93	102.81	87.01	52.3
70.99	66.38	75.96	86.81	78.22	72.66	65.26	78.4	12.89	17.26	40.8	36.81	78.78	118.96	58.14	112.72	74.34	44.43	135.89	94.84	125.46	4.59	7.45	190.68	20.52	52.48	76.32	80.5	55.7	55.53	99.39	38.28	20.13	58.57	116.89	8.26	192.85	100.71	133.29	93.51	23.36	86.46	109.86	103.1	86.95	52.08
71.33	66.16	76	86.76	78.34	73.4	65.06	78.04	13.11	17.36	40.94	37.14	79.1	119.12	58.54	112.96	74.4	44.01	136.06	95.2	125.98	4.6	7.77	191.33	20.89	53.04	76.34	80.89	56	55.53	100.44	38.44	20.17	58.67	118.03	8.55	193.43	101.31	134.27	93.34	23.45	86.34	110.75	104.03	87.8	52.75
